Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Moldova (MDA)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2010 (YR2010)","Source : Moldova: The Consequences of Several Shocks for Consumption and Poverty, Report No.  49019-MD  The national poverty line is absolute. Data are produced by World Bank. Most Recent Comparable Series:2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Moldova (MDA)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2011 (YR2011)","Source : Saracia Republica Moldova 2012.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Moldova (MDA)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Madagascar (MDG)","Income share held by lowest 10% (SI.DST.FRST.10)","1999 (YR1999)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 20% (SI.DST.FRST.20)","2005 (YR2005)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 20% (SI.DST.FRST.20)","2001 (YR2001)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 20% (SI.DST.FRST.20)","1999 (YR1999)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2012 (YR2012)","Estimated from individual consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 10% (SI.DST.FRST.10)","1997 (YR1997)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2005 (YR2005)","Other household survey. Data reference period: Annual or annual average | Age coverage - minimum age: Less than or equal to 9 years old."
FootNote,"Madagascar (MDG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey. Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old."
FootNote,"Madagascar (MDG)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2010 (YR2010)","Estimated from individual consumption data."
FootNote,"Madagascar (MDG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2003 (YR2003)","Other household survey. Data reference period: Annual or annual average | Age coverage - minimum age: Less than or equal to 9 years old."
FootNote,"Madagascar (MDG)","Income share held by lowest 10% (SI.DST.FRST.10)","2005 (YR2005)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 10% (SI.DST.FRST.10)","2001 (YR2001)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","GINI index (World Bank estimate) (SI.POV.GINI)","1997 (YR1997)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","GINI index (World Bank estimate) (SI.POV.GINI)","2005 (YR2005)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Income share held by lowest 20% (SI.DST.FRST.20)","1997 (YR1997)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","GINI index (World Bank estimate) (SI.POV.GINI)","2001 (YR2001)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","GINI index (World Bank estimate) (SI.POV.GINI)","1999 (YR1999)","Estimated from unit-record consumption data."
FootNote,"Madagascar (MDG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2015 (YR2015)","Labour force survey. Data reference period: Fourth quarter."
FootNote,"Maldives (MDV)","Income share held by lowest 10% (SI.DST.FRST.10)","2009 (YR2009)","Estimated from unit-record consumption data."
FootNote,"Maldives (MDV)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Household income/expenditure survey. Data reference period: Noncalendar year."
FootNote,"Maldives (MDV)","GINI index (World Bank estimate) (SI.POV.GINI)","2009 (YR2009)","Estimated from unit-record consumption data."
FootNote,"Maldives (MDV)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2009 (YR2009)","Source : World Bank. 2015. Maldives - Systematic country diagnostic: Identifying Opportunities and Constraints to Ending Poverty and Promoting Shared Prosperity. Washington, D.C. : World Bank Group. http://documents.worldbank.org/curated/en/2015/12/25715444/maldives-systematic-country-diagnostic-information-notice   The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by World Bank. Poverty measures are shares of  population. Most Recent Comparable Series:2002,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Maldives (MDV)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous year."
FootNote,"Maldives (MDV)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2000 (YR2000)","Population census. Data reference period: Annual or annual average | Age coverage - minimum age: 12 years old."
FootNote,"Maldives (MDV)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2006 (YR2006)","Population census. Data reference period: Annual or annual average."
FootNote,"Maldives (MDV)","Population, total (SP.POP.TOTL)","2016 (YR2016)","Extrapolated assuming the same growth rate as previous year."
FootNote,"Maldives (MDV)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2002 (YR2002)","Source : World Bank. 2015. Maldives - Systematic country diagnostic: Identifying Opportunities and Constraints to Ending Poverty and Promoting Shared Prosperity. Washington, D.C. : World Bank Group. http://documents.worldbank.org/curated/en/2015/12/25715444/maldives-systematic-country-diagnostic-information-notice   The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by World Bank. Poverty measures are shares of  population. Most Recent Comparable Series:2002,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Maldives (MDV)","GINI index (World Bank estimate) (SI.POV.GINI)","2002 (YR2002)","Estimated from unit-record consumption data."
FootNote,"Maldives (MDV)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Estimated from unit-record consumption data."
FootNote,"Maldives (MDV)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2002 (YR2002)","Source : World Bank. 2015. Maldives - Systematic country diagnostic: Identifying Opportunities and Constraints to Ending Poverty and Promoting Shared Prosperity. Washington, D.C. : World Bank Group. http://documents.worldbank.org/curated/en/2015/12/25715444/maldives-systematic-country-diagnostic-information-notice   The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by World Bank. Poverty measures are shares of  population. Most Recent Comparable Series:2002,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Maldives (MDV)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Population census. Data reference period: Annual or annual average."
FootNote,"Maldives (MDV)","Income share held by lowest 10% (SI.DST.FRST.10)","2002 (YR2002)","Estimated from unit-record consumption data."
FootNote,"Maldives (MDV)","Income share held by lowest 20% (SI.DST.FRST.20)","2002 (YR2002)","Estimated from unit-record consumption data."
FootNote,"Maldives (MDV)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2009 (YR2009)","Source : World Bank. 2015. Maldives - Systematic country diagnostic: Identifying Opportunities and Constraints to Ending Poverty and Promoting Shared Prosperity. Washington, D.C. : World Bank Group. http://documents.worldbank.org/curated/en/2015/12/25715444/maldives-systematic-country-diagnostic-information-notice   The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by World Bank. Poverty measures are shares of  population. Most Recent Comparable Series:2002,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","2004 (YR2004)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","2008 (YR2008)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","2006 (YR2006)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2003 (YR2003)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2004 (YR2004)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2009 (YR2009)","Labour force survey. Repository: ILO-STATISTICS - Micro data processing | Data reference period: Fourth quarter."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","2006 (YR2006)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2016 (YR2016)","Labour force survey. Repository: ILO-STATISTICS - Micro data processing | Data reference period: Fourth quarter."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","1998 (YR1998)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1997 (YR1997)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2002 (YR2002)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","2002 (YR2002)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","2002 (YR2002)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2005 (YR2005)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2006 (YR2006)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey. Data reference period: Second quarter."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","2014 (YR2014)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2002 (YR2002)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2004 (YR2004)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2007 (YR2007)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2008 (YR2008)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Labour force survey. Repository: ILO-STATISTICS - Micro data processing | Data reference period: Fourth quarter."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2011 (YR2011)","Labour force survey. Data reference period: Second quarter."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2015 (YR2015)","Labour force survey. Data reference period: Second quarter."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","2008 (YR2008)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","2014 (YR2014)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2000 (YR2000)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","1998 (YR1998)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey. Data reference period: Second quarter."
FootNote,"Mexico (MEX)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2014 (YR2014)","Estimated from individual income data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2000 (YR2000)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Income share held by lowest 10% (SI.DST.FRST.10)","2000 (YR2000)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","2004 (YR2004)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1999 (YR1999)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2014 (YR2014)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1998 (YR1998)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","1998 (YR1998)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","GINI index (World Bank estimate) (SI.POV.GINI)","2000 (YR2000)","Estimated from unit-record consumption data."
FootNote,"Mexico (MEX)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2010 (YR2010)","Estimated from individual income data."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Labour force survey. Data reference period: Second quarter."
FootNote,"Mexico (MEX)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2001 (YR2001)","Labour force survey. Data reference period: Second quarter | Age coverage - minimum age: 14 years old."
FootNote,"Marshall Islands (MHL)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1999 (YR1999)","Population census. Data reference period: June."
FootNote,"Marshall Islands (MHL)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2009 (YR2009)","Official estimate. Data reference period: Annual or annual average | Age coverage - maximum age: Less than or equal to 60 years old."
FootNote,"Marshall Islands (MHL)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Official estimate. Data reference period: Annual or annual average."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2005 (YR2005)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2006 (YR2006)","Labour force survey."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2003 (YR2003)","Labour force survey. Data reference period: April."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2004 (YR2004)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2002 (YR2002)","Labour force survey. Data reference period: April."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2007 (YR2007)","Labour force survey."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2008 (YR2008)","Labour force survey. Data reference period: Annual or annual average | Age coverage - maximum age: 76 years or older, but bounded."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2011 (YR2011)","Labour force survey."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 20% (SI.DST.FRST.20)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","GINI index (World Bank estimate) (SI.POV.GINI)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Labour force survey."
FootNote,"Macedonia, FYR (MKD)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2015 (YR2015)","Labour force survey."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 10% (SI.DST.FRST.10)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","GINI index (World Bank estimate) (SI.POV.GINI)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","GINI index (World Bank estimate) (SI.POV.GINI)","2015 (YR2015)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 20% (SI.DST.FRST.20)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 10% (SI.DST.FRST.10)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 20% (SI.DST.FRST.20)","2015 (YR2015)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","GINI index (World Bank estimate) (SI.POV.GINI)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 10% (SI.DST.FRST.10)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Macedonia, FYR (MKD)","Income share held by lowest 10% (SI.DST.FRST.10)","2015 (YR2015)","Estimated from unit-record income data."
FootNote,"Mali (MLI)","GINI index (World Bank estimate) (SI.POV.GINI)","2009 (YR2009)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2001 (YR2001)","Source : POVERTY IN MALI IN THE 2000’s A SUCCESS STORY?  The national poverty line is absolute. Data are produced by World Bank. Most Recent Comparable Series:2001,2006,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mali (MLI)","GINI index (World Bank estimate) (SI.POV.GINI)","2006 (YR2006)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2009 (YR2009)","Source : POVERTY IN MALI IN THE 2000’s A SUCCESS STORY?  The national poverty line is absolute. Data are produced by World Bank. Most Recent Comparable Series:2001,2006,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mali (MLI)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2004 (YR2004)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Mali (MLI)","GINI index (World Bank estimate) (SI.POV.GINI)","2001 (YR2001)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2009 (YR2009)","Source : POVERTY IN MALI IN THE 2000’s A SUCCESS STORY?  The national poverty line is absolute. Data are produced by World Bank. Most Recent Comparable Series:2001,2006,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mali (MLI)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Income share held by lowest 10% (SI.DST.FRST.10)","2001 (YR2001)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2006 (YR2006)","Source : POVERTY IN MALI IN THE 2000’s A SUCCESS STORY?  The national poverty line is absolute. Data are produced by World Bank. Most Recent Comparable Series:2001,2006,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mali (MLI)","Income share held by lowest 10% (SI.DST.FRST.10)","2009 (YR2009)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Income share held by lowest 10% (SI.DST.FRST.10)","2006 (YR2006)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2006 (YR2006)","Source : POVERTY IN MALI IN THE 2000’s A SUCCESS STORY?  The national poverty line is absolute. Data are produced by World Bank. Most Recent Comparable Series:2001,2006,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mali (MLI)","Income share held by lowest 20% (SI.DST.FRST.20)","2001 (YR2001)","Estimated from unit-record consumption data."
FootNote,"Mali (MLI)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2001 (YR2001)","Source : POVERTY IN MALI IN THE 2000’s A SUCCESS STORY?  The national poverty line is absolute. Data are produced by World Bank. Most Recent Comparable Series:2001,2006,2009.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2002 (YR2002)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2007 (YR2007)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2008 (YR2008)","Labour force survey. Break in series: Methodology revised | Break in series: Change in definition or concept."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2011 (YR2011)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey."
FootNote,"Malta (MLT)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2014 (YR2014)","Estimated from individual income data."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2000 (YR2000)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2003 (YR2003)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2004 (YR2004)","Labour force survey."
FootNote,"Malta (MLT)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2009 (YR2009)","Estimated from individual income data."
FootNote,"Malta (MLT)","Population, total (SP.POP.TOTL)","2016 (YR2016)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2005 (YR2005)","Labour force survey. Break in series: Methodology revised | Break in series: Change in definition or concept."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2006 (YR2006)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2001 (YR2001)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2009 (YR2009)","Labour force survey."
FootNote,"Malta (MLT)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2015 (YR2015)","Labour force survey."
FootNote,"Myanmar (MMR)","Income share held by lowest 20% (SI.DST.FRST.20)","2015 (YR2015)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Myanmar (MMR)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1997 (YR1997)","Official estimate. Data reference period: Annual or annual average."
FootNote,"Myanmar (MMR)","Income share held by lowest 10% (SI.DST.FRST.10)","2015 (YR2015)","Estimated from unit-record consumption data. PPP is regression based."
